,Depth,GammaPay,Rw,Rt,Npay,Dpay,Sidewall Porosity,Sidewall Saturation,PorosityPayNew,WaterSaturationPayNew
0,8101.2332480000005,112.0,0.050119,3.0,0.18,0.18,0.261,0.604,0.28703809117345225,0.5282029596613249
1,8117.549045000001,99.03229300000001,0.050119,1.4,0.302304,0.19051099999999999,0.25,0.838,0.2200222433067353,0.8862912748827588
2,8119.678643000001,101.871257,0.050119,1.6,0.3,0.201536,0.228,0.787,0.2301574911069678,0.8104624049844492
3,8121.520958,100.14970100000001,0.050119,1.7,0.28709,0.197655,0.23600000000000002,0.746,0.21131247110558096,0.8469958595348458
